ano;idade;sexo;estado;raca;grau;emprego;saude;seguro;salario,
2006;41;Masculino;Casado;Asiatica;12 ano;Industrial;Muito Bom;Sim;82,6796373
2004;58;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;148,4131591
2003;41;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;148,4131591
2007;34;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;96,93409046
2004;43;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;154,685293
2003;23;Masculino;Solteiro;Negra;Ate 12 ano;Servicos;Menos de Bom;Nao;87,98103279
2003;40;Masculino;Solteiro;Branca;Grau avancado;Industrial;Muito Bom;Sim;102,8702469
2007;46;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;281,7459706
2004;35;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Nao;106,9218141
2007;42;Masculino;Solteiro;Branca;Grau avancado;Servicos;Muito Bom;Sim;148,4144482
2009;47;Masculino;Separado;Branca;12 ano;Industrial;Muito Bom;Nao;111,7208494
2007;45;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;148,4131591
2008;34;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Sim;108,8745258
2004;57;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;104,9215065
2005;32;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;86,17378673
2009;55;Masculino;Divorciado;Branca;12 ano;Servicos;Menos de Bom;Sim;102,8702469
2008;22;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Nao;76,28327785
2005;51;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;124,7204462
2006;26;Masculino;Solteiro;Branca;12 ano;Industrial;Menos de Bom;Nao;66,96164432
2004;27;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Nao;54,59815003
2004;34;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;166,3249412
2007;48;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;91,70163967
2008;23;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;78,346562
2003;41;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;111,7208494
2009;49;Masculino;Divorciado;Branca;Grau avancado;Servicos;Muito Bom;Sim;151,5914842
2005;47;Masculino;Casado;Branca;Grau avancado;Servicos;Menos de Bom;Sim;120,5894365
2005;35;Masculino;Divorciado;Negra;Licenciatura;Industrial;Muito Bom;Sim;117,1468169
2007;50;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;81,98531783
2006;55;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;137,5901428
2009;69;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;40,40566526
2004;45;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;154,685293
2005;40;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;154,685293
2005;47;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Sim;143,3253181
2008;22;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;78,3924668
2003;42;Masculino;Divorciado;Branca;12 ano;Industrial;Muito Bom;Nao;85,38394038
2008;47;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;159,4741767
2005;48;Masculino;Casado;Negra;12 ano;Industrial;Muito Bom;Nao;66,22940829
2009;28;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Nao;111,7208494
2005;49;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;90,72707931
2009;51;Masculino;Divorciado;Branca;12 ano;Industrial;Menos de Bom;Sim;128,6804882
2003;58;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Sim;148,4131591
2005;32;Masculino;Solteiro;Negra;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;114,4757133
2009;55;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;87,98103279
2007;49;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Sim;94,7271475
2004;46;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;87,98103279
2003;44;Masculino;Casado;Branca;Grau avancado;Servicos;Menos de Bom;Sim;182,20621
2003;25;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;87,98103279
2004;73;Masculino;Divorciado;Negra;Ate 12 ano;Industrial;Menos de Bom;Sim;92,89584479
2004;18;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Sim;72,15045568
2005;52;Masculino;Casado;Negra;Ate 12 ano;Servicos;Muito Bom;Sim;122,2636739
2008;28;Masculino;Casado;Asiatica;12 ano;Industrial;Muito Bom;Nao;72,15045568
2004;51;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;82,6796373
2009;44;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;176,9896505
2008;44;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;141,7751723
2003;29;Masculino;Casado;Asiatica;12 ano;Industrial;Muito Bom;Sim;95,23071257
2006;48;Masculino;Casado;Asiatica;Licenciatura;Servicos;Menos de Bom;Nao;141,7751723
2006;62;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Sim;101,8243521
2004;40;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;131,7378012
2003;24;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Nao;66,32519494
2003;48;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;118,8843593
2008;54;Masculino;Casado;Branca;Grau avancado;Servicos;Menos de Bom;Sim;163,515864
2003;69;Masculino;Casado;Negra;Ate 12 ano;Servicos;Muito Bom;Sim;114,4757133
2006;48;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Nao;123,896998
2003;73;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Nao;40,19437052
2009;30;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;70,5134157
2003;41;Masculino;Solteiro;Asiatica;Frequentou Ens. Sup. ;Servicos;Razoavel;Nao;73,77574327
2009;48;Masculino;Casado;Branca;Ate 12 ano;Servicos;Muito Bom;Nao;100,8794609
2004;63;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;84,4595765
2003;29;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;85,38394038
2004;40;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;141,7751723
2007;52;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;91,9321847
2008;54;Masculino;Separado;Branca;12 ano;Industrial;Menos de Bom;Sim;114,4757133
2009;33;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;267,9010869
2004;42;Masculino;Casado;Branca;Licenciatura;Servicos;Menos de Bom;Sim;160,6424754
2007;31;Masculino;Casado;Negra;12 ano;Industrial;Muito Bom;Sim;94,7271475
2006;46;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;139,6758702
2008;44;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;125,1238157
2009;45;Masculino;Separado;Branca;12 ano;Industrial;Muito Bom;Nao;113,5670896
2003;40;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;182,20621
2005;31;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Sim;102,8702469
2006;19;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Nao;76,89360252
2003;43;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;109,8339856
2007;56;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;142,4571699
2006;55;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;101,8243521
2006;59;Masculino;Casado;Branca;Grau avancado;Servicos;Menos de Bom;Sim;118,8843593
2009;49;Masculino;Divorciado;Branca;Ate 12 ano;Servicos;Menos de Bom;Sim;102,8702469
2009;42;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;128,6804882
2008;27;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Nao;61,18752643
2003;34;Masculino;Solteiro;Branca;12 ano;Industrial;Menos de Bom;Nao;81,28607729
2008;47;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;276,7784133
2003;35;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;268,266292
2004;33;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;104,9215065
2003;35;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;144,4780877
2004;40;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;118,8843593
2004;53;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Nao;94,7271475
2007;47;Masculino;Casado;Negra;Licenciatura;Servicos;Muito Bom;Sim;73,77574327
2006;45;Masculino;Solteiro;Branca;Grau avancado;Servicos;Muito Bom;Sim;196,1252726
2009;34;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;169,7354
2006;25;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Sim;69,6190369
2006;56;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Nao;124,7204462
2005;54;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;115,5180852
2003;41;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Sim;89,24288466
2008;46;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;276,7784133
2004;44;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Sim;170,6951277
2004;44;Masculino;Divorciado;Branca;Licenciatura;Servicos;Menos de Bom;Sim;99,6894637
2005;46;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;148,4131591
2009;38;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;114,4757133
2008;36;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;128,6804882
2009;27;Masculino;Solteiro;Asiatica;Licenciatura;Servicos;Muito Bom;Sim;99,6894637
2008;33;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Nao;128,6804882
2006;56;Masculino;Casado;Negra;12 ano;Industrial;Menos de Bom;Sim;140,3982002
2005;52;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;111,7208494
2008;33;Masculino;Solteiro;Branca;Grau avancado;Servicos;Muito Bom;Sim;125,5254984
2008;32;Masculino;Casado;Asiatica;Licenciatura;Industrial;Muito Bom;Nao;94,7271475
2008;39;Masculino;Divorciado;Branca;Licenciatura;Industrial;Muito Bom;Sim;118,8843593
2005;22;Masculino;Solteiro;Branca;12 ano;Industrial;Menos de Bom;Nao;72,15045568
2009;53;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Nao;104,9215065
2006;36;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;277,7994802
2005;37;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Nao;73,77574327
2008;40;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;130,9821774
2005;51;Masculino;Casado;Negra;12 ano;Industrial;Menos de Bom;Sim;78,21457569
2008;40;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;90,48191336
2006;56;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;117,1468169
2009;50;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;99,6894637
2009;49;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;166,3249412
2007;32;Masculino;Casado;Branca;Ate 12 ano;Servicos;Muito Bom;Nao;81,28325328
2004;21;Masculino;Solteiro;Branca;12 ano;Servicos;Muito Bom;Sim;84,4595765
2004;48;Masculino;Casado;Branca;Licenciatura;Servicos;Menos de Bom;Sim;114,4757133
2007;48;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;73,77574327
2004;32;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;115,1062017
2003;30;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;53,2755112
2006;30;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Nao;118,8843593
2003;33;Masculino;Casado;Branca;Ate 12 ano;Servicos;Muito Bom;Nao;79,85490031
2005;56;Masculino;Casado;Asiatica;Grau avancado;Industrial;Muito Bom;Nao;56,45386498
2004;46;Masculino;Divorciado;Negra;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;90,48191336
2003;49;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;104,9215065
2008;24;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Nao;87,98103279
2009;48;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;147,1166892
2006;37;Masculino;Divorciado;Branca;Licenciatura;Industrial;Menos de Bom;Nao;109,8339856
2007;53;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;118,8843593
2004;56;Masculino;Casado;Negra;Grau avancado;Servicos;Muito Bom;Sim;141,7751723
2008;34;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;108,8745258
2004;56;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;104,9215065
2006;48;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;109,8339856
2006;47;Masculino;Casado;Negra;12 ano;Industrial;Muito Bom;Nao;27,14057921
2003;52;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;70,47601965
2009;40;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;166,8793833
2008;25;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;127,1157438
2009;35;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;117,1468169
2006;40;Masculino;Solteiro;Negra;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;103,9024706
2009;22;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Nao;34,60741773
2003;50;Masculino;Divorciado;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;100,134869
2008;48;Masculino;Separado;Branca;Ate 12 ano;Industrial;Muito Bom;Nao;64,86896919
2007;40;Masculino;Solteiro;Asiatica;Grau avancado;Industrial;Muito Bom;Sim;109,8339856
2003;45;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;127,1157438
2004;30;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;114,4757133
2003;46;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;117,1468169
2008;34;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;134,7053751
2007;32;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Nao;65,11085372
2004;53;Masculino;Casado;Branca;Licenciatura;Industrial;Menos de Bom;Sim;143,1349408
2008;32;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Nao;76,89360252
2004;39;Masculino;Casado;Negra;Licenciatura;Industrial;Muito Bom;Nao;99,6894637
2007;51;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;94,7271475
2004;40;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Sim;75,35567932
2009;66;Masculino;Casado;Branca;Licenciatura;Servicos;Menos de Bom;Sim;127,1157438
2006;40;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;166,3249412
2009;52;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Nao;133,2323508
2007;36;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;125,5254984
2007;32;Masculino;Solteiro;Branca;12 ano;Industrial;Menos de Bom;Sim;89,49247952
2008;45;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Nao;84,4595765
2006;37;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;169,7354
2004;47;Masculino;Casado;Asiatica;Grau avancado;Servicos;Muito Bom;Sim;160,6424754
2008;49;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;144,1706065
2003;53;Masculino;Casado;Branca;Ate 12 ano;Servicos;Muito Bom;Nao;73,77574327
2007;66;Masculino;Divorciado;Negra;12 ano;Servicos;Menos de Bom;Sim;70,47601965
2006;33;Masculino;Casado;Branca;Ate 12 ano;Servicos;Menos de Bom;Nao;73,77574327
2004;58;Masculino;Divorciado;Branca;12 ano;Industrial;Menos de Bom;Nao;94,7271475
2008;41;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Nao;83,19132429
2009;54;Masculino;Casado;Asiatica;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;134,7053751
2009;26;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Nao;86,69515483
2008;24;Masculino;Solteiro;Outra;12 ano;Industrial;Menos de Bom;Nao;70,47601965
2007;62;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Nao;130,9821774
2005;63;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;136,3039976
2005;26;Masculino;Solteiro;Asiatica;Licenciatura;Industrial;Muito Bom;Sim;114,225804
2004;45;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Sim;106,1275822
2003;23;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;87,98103279
2008;31;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Nao;116,2653241
2003;44;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;143,1349408
2003;43;Masculino;Solteiro;Branca;Ate 12 ano;Industrial;Menos de Bom;Sim;54,59815003
2004;48;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;48,18565022
2008;48;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;123,896998
2006;55;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Nao;117,5843403
2004;45;Masculino;Casado;Asiatica;Grau avancado;Servicos;Muito Bom;Sim;272,2947832
2008;48;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;145,1436012
2009;63;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;118,8843593
2004;57;Masculino;Casado;Negra;12 ano;Servicos;Muito Bom;Sim;97,49329405
2008;69;Masculino;Casado;Asiatica;Grau avancado;Servicos;Muito Bom;Sim;148,4131591
2009;31;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Sim;127,1157438
2003;38;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;268,266292
2005;43;Masculino;Separado;Branca;Licenciatura;Servicos;Muito Bom;Sim;109,8339856
2003;19;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Nao;51,90369627
2005;44;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;114,4757133
2007;31;Masculino;Casado;Asiatica;Licenciatura;Servicos;Muito Bom;Nao;134,7053751
2004;49;Masculino;Solteiro;Outra;Ate 12 ano;Industrial;Muito Bom;Sim;87,98103279
2006;29;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;95,23071257
2008;26;Masculino;Casado;Outra;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;76,89360252
2007;37;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;116,2653241
2006;30;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Nao;81,28325328
2009;35;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;131,621803
2004;40;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;117,1468169
2005;44;Masculino;Divorciado;Outra;Grau avancado;Servicos;Muito Bom;Sim;68,74808773
2004;65;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;125,5254984
2007;54;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;101,8243521
2009;56;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;140,3982002
2008;48;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;107,9039239
2009;37;Masculino;Divorciado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Nao;58,1478201
2005;30;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;99,6894637
2005;46;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Nao;85,38394038
2009;37;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;131,7378012
2005;58;Masculino;Divorciado;Negra;12 ano;Servicos;Muito Bom;Nao;81,28325328
2007;52;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;86,69515483
2006;45;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;157,7005277
2008;33;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;65,11462388
2004;51;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Nao;90,48191336
2008;50;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Nao;46,7632688
2006;42;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;85,38394038
2004;46;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;139,7030715
2005;43;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;148,4131591
2003;47;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;81,28325328
2005;47;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Nao;118,8843593
2004;44;Masculino;Casado;Branca;Licenciatura;Servicos;Menos de Bom;Nao;71,15195654
2008;36;Masculino;Casado;Asiatica;12 ano;Industrial;Muito Bom;Nao;65,11085372
2008;39;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Nao;65,11085372
2003;29;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;125,5254984
2005;40;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;123,896998
2007;20;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;70,81503862
2004;32;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;112,6488963
2003;36;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;86,69515483
2009;31;Masculino;Solteiro;Negra;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;82,6796373
2005;28;Masculino;Casado;Asiatica;Licenciatura;Industrial;Muito Bom;Sim;130,9821774
2005;41;Masculino;Divorciado;Outra;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;117,1468169
2004;54;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;176,9896505
2004;42;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;118,8843593
2003;19;Masculino;Solteiro;Branca;12 ano;Servicos;Menos de Bom;Sim;68,74808773
2009;59;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Nao;267,9010869
2003;64;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;99,6894637
2003;31;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;92,65813017
2004;37;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;109,8339856
2004;30;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;87,98103279
2005;24;Masculino;Solteiro;Branca;Licenciatura;Industrial;Muito Bom;Sim;118,8843593
2006;26;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Nao;75,4315402
2004;44;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;114,4757133
2008;39;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;276,7784133
2005;48;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;277,6014175
2004;53;Masculino;Solteiro;Negra;12 ano;Industrial;Menos de Bom;Sim;80,57319971
2004;42;Masculino;Casado;Asiatica;Grau avancado;Servicos;Muito Bom;Sim;114,4757133
2009;44;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Sim;166,3249412
2003;25;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Sim;85,38394038
2004;46;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;43,73511168
2003;52;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;101,8243521
2008;33;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;87,98103279
2007;30;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;121,4303138
2007;38;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;109,8339856
2005;29;Masculino;Solteiro;Branca;12 ano;Servicos;Muito Bom;Sim;79,85490031
2008;57;Masculino;Casado;Asiatica;Licenciatura;Industrial;Menos de Bom;Sim;127,1157438
2003;50;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;115,285517
2008;23;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Nao;98,60153978
2006;46;Masculino;Divorciado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;144,4780877
2005;61;Masculino;Casado;Branca;Licenciatura;Industrial;Menos de Bom;Sim;136,1577108
2007;70;Masculino;Casado;Branca;Ate 12 ano;Servicos;Muito Bom;Nao;100,7642728
2009;59;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;76,89360252
2003;57;Masculino;Casado;Negra;12 ano;Industrial;Menos de Bom;Sim;90,48191336
2003;25;Masculino;Solteiro;Branca;12 ano;Industrial;Menos de Bom;Nao;86,69515483
2005;48;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;123,9085676
2009;52;Masculino;Casado;Asiatica;Grau avancado;Servicos;Menos de Bom;Nao;65,11085372
2009;44;Masculino;Separado;Branca;Licenciatura;Servicos;Muito Bom;Sim;131,7378012
2004;40;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;66,96164432
2008;43;Masculino;Casado;Branca;Licenciatura;Servicos;Menos de Bom;Sim;196,1252726
2005;51;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;166,3249412
2003;43;Masculino;Casado;Asiatica;Ate 12 ano;Servicos;Muito Bom;Nao;65,11085372
2003;42;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;120,5894365
2008;28;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;101,8243521
2003;54;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Nao;148,4131591
2005;34;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;159,520271
2004;50;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;109,8339856
2005;36;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;140,511976
